Date,Event,Opponent,Map,Win Round,Lose Round,Result,Opponent Tier
14 ,ESL One Cologne ,SwedenNinjasinPyjamas,Cobblestone,11,16,L,1
14 ,ESL One Cologne ,DenmarkDignitas,Overpass,16,14,W,2
14 ,ESL One Cologne ,DenmarkDignitas,Dust2,16,11,W,2
14 ,ESL One Cologne ,UkraineNatusVincere,Nuke,16,14,W,1
14 ,ESL One Cologne ,UkraineNatusVincere,Dust2,7,16,L,1
14 ,ESL One Cologne ,UkraineNatusVincere,Inferno,16,11,W,1
14 ,ESL One Cologne ,PolandVirtus.pro,Overpass,19,16,W,1
14 ,ESL One Cologne ,UnitedStatesiBUYPOWER,Cobblestone,16,7,W,3
14 ,ESL One Cologne ,SwedenESG!,Mirage,16,9,W,3
14 ,ESL One Cologne ,PolandESC,Train,16,5,W,3
14 ,ESL One Cologne ,EstoniaOnlineBOTS,Dust2,16,1,W,3
14 ,ESL One Cologne ,SpainOverGaming,Mirage,16,6,W,3
14 ,Gfinity ,FranceTitan,Dust2,12,16,L,3
14 ,Gfinity ,FranceTitan,Inferno,16,8,W,3
14 ,Gfinity ,FranceTitan,Mirage,4,16,L,3
14 ,Gfinity ,GermanyMOUZ,Inferno,19,17,W,1
14 ,Gfinity ,GermanyMOUZ,Dust2,10,16,L,1
14 ,Gfinity ,GermanyMOUZ,Mirage,16,12,W,1
14 ,Gfinity ,UnitedKingdomInfused,Inferno,16,12,W,3
14 ,Gfinity ,NorwayLondonConspiracy,Cache,16,6,W,3
14 ,Gfinity ,SwedenNinjasinPyjamas,Dust2,16,14,W,1
14 ,Gfinity ,FranceEpsilon,Inferno,16,6,W,3
14 ,EIZO Challenge ,SwedenESG!,Cache,16,11,W,3
14 ,EIZO Challenge ,RussiaRussia,Mirage,16,1,W,3
14 ,EIZO Challenge ,UkraineNatusVincere,Mirage,14,16,L,1
14 ,EIZO Challenge ,RussiaNostalgie,Mirage,14,16,L,3
14 ,EIZO Challenge ,FranceEpsilon,Mirage,16,5,W,3
14 ,EIZO Challenge ,DenmarkReason,Dust2,16,9,W,3
14 ,EIZO Challenge ,GermanyMOUZ,Train,16,9,W,1
14 ,Caseking of the Hill #,FranceLDLC,Mirage,11,16,L,3
14 ,Caseking of the Hill #,FranceLDLC,Inferno,19,17,W,3
14 ,Caseking of the Hill #,FranceLDLC,Dust2,7,16,L,3
14 ,Caseking of the Hill #,FranceTitan,Inferno,16,14,W,3
14 ,Caseking of the Hill #,FranceLDLC,Inferno,16,10,W,3
14 ,Caseking of the Hill #,GermanyBerzerk,Inferno,16,4,W,3
14 ,ESPORTSM ,SwedenNinjasinPyjamas,Dust2,16,7,W,1
14 ,ESPORTSM ,SwedenNinjasinPyjamas,Train,16,14,W,1
14 ,ESPORTSM ,SwedenPubliclir.se,Mirage,16,12,W,3
14 ,ESPORTSM ,SwedenPubliclir.se,Dust2,16,9,W,3
14 ,ESPORTSM ,SwedenFlipSid3,Inferno,16,10,W,3
14 ,ESPORTSM ,SwedenFlipSid3,Mirage,16,10,W,3
14 ,DreamHack Summer ,SwedenSK,Inferno,10,16,L,1
14 ,DreamHack Summer ,NorwayLondonConspiracy,Mirage,16,4,W,3
14 ,DreamHack Summer ,SwedenSK,Inferno,9,16,L,1
14 ,DreamHack Summer ,FranceTitan,Mirage,13,16,L,3
14 ,DreamHack Summer ,FranceTitan,Inferno,11,16,L,3
14 ,DreamHack Summer ,SwedenTEAMGLOBAL,Train,16,5,W,3
14 ,DreamHack Summer ,SwedenTEAMGLOBAL,Mirage,10,16,L,3
14 ,DreamHack Summer ,SwedenTEAMGLOBAL,Inferno,16,5,W,3
14 ,FACEIT Spring League ,DenmarkDignitas,Dust2,12,16,L,2
14 ,FACEIT Spring League ,SpainWizards,Inferno,10,16,L,3
14 ,FACEIT Spring League ,DenmarkDignitas,Inferno,7,16,L,2
14 ,FACEIT Spring League ,DenmarkDignitas,Mirage,20,22,L,2
14 ,FACEIT Spring League ,SwedenNinjasinPyjamas,Dust2,6,16,L,1
14 ,FACEIT Spring League ,SwedenNinjasinPyjamas,Dust2,8,16,L,1
14 ,FACEIT Spring League ,PolandVirtus.pro,Mirage,6,16,L,1
14 ,FACEIT Spring League ,GermanyMOUZ,Dust2,16,12,W,1
14 ,FACEIT Spring League ,GermanyMOUZ,Inferno,26,23,W,1
14 ,FACEIT Spring League ,SpainWizards,Inferno,16,8,W,3
14 ,FACEIT Spring League ,SpainWizards,Mirage,16,10,W,3
14 ,FACEIT Spring League ,FranceTitan,Dust2,9,16,L,3
14 ,FACEIT Spring League ,FranceLDLC,Dust2,7,16,L,3
14 ,FACEIT Spring League ,SwedenLGB,Mirage,16,7,W,3
14 ,FACEIT Spring League ,DenmarkDignitas,Inferno,22,25,L,2
14 ,FACEIT Spring League ,DenmarkDignitas,Mirage,16,11,W,2
14 ,FACEIT Spring League ,DenmarkDignitas,Dust2,11,16,L,2
14 ,Copenhagen Games ,DenmarkDignitas,Mirage,16,19,L,2
14 ,Copenhagen Games ,DenmarkDignitas,Inferno,20,22,L,2
14 ,Copenhagen Games ,SwedenPubliclir.se,Mirage,16,9,W,3
14 ,Copenhagen Games ,SwedenPubliclir.se,Train,16,11,W,3
14 ,Copenhagen Games ,DenmarkTricked,Nuke,16,12,W,3
14 ,Copenhagen Games ,DenmarkTricked,Inferno,16,10,W,3
14 ,Copenhagen Games ,FranceClan-Mystik,Nuke,16,13,W,3
14 ,Copenhagen Games ,Portugalk1ck,Inferno,16,5,W,3
14 ,Copenhagen Games ,GermanyALTERNATEaTTaX,Inferno,16,11,W,3
14 ,Copenhagen Games ,EuropeHellRaisers,Inferno,16,13,W,2
14 ,Copenhagen Games ,EstoniaMayaM,Nuke,16,8,W,3
14 ,Copenhagen Games ,SwedenNinjasinPyjamas,Nuke,12,16,L,1
14 ,Copenhagen Games ,UkraineCourage,Inferno,16,12,W,3
14 ,Fragbite Masters ,FranceTitan,Cache,6,16,L,3
14 ,Fragbite Masters ,SwedenLGB,Dust2,16,8,W,3
14 ,Fnatic FragOut League Season ,GermanyMOUZ,Mirage,5,16,L,1
14 ,Fnatic FragOut League Season ,GermanyMOUZ,Train,13,16,L,1
14 ,Fnatic FragOut League Season ,GermanyMOUZ,Inferno,16,11,W,1
14 ,Fnatic FragOut League Season ,FranceLDLC,Nuke,16,13,W,3
14 ,Fnatic FragOut League Season ,GermanyMOUZ,Train,16,7,W,1
14 ,Fnatic FragOut League Season ,FranceClan-Mystik,Nuke,16,8,W,3
14 ,Fnatic FragOut League Season ,FranceClan-Mystik,Inferno,16,7,W,3
14 ,Fnatic FragOut League Season ,RussiaACES,Nuke,16,6,W,3
14 ,Fragbite Masters ,Portugalk1ck,Nuke,16,12,W,3
14 ,Fragbite Masters ,NorwayH2k,Cache,19,16,W,3
14 ,Fnatic FragOut League Season ,EuropeHellRaisers,Inferno,19,16,W,2
14 ,Fnatic FragOut League Season ,EuropeHellRaisers,Dust2,16,8,W,2
14 ,EMS One Katowice ,SwedenLGB,Train,14,16,L,3
14 ,EMS One Katowice ,SwedenLGB,Mirage,12,16,L,3
14 ,EMS One Katowice ,SwedenLGB,Inferno,16,11,W,3
14 ,EMS One Katowice ,DenmarkReason,Inferno,16,6,W,3
14 ,EMS One Katowice ,UnitedStatesiBUYPOWER,Inferno,16,13,W,3
14 ,EMS One Katowice ,DenmarkReason,Inferno,12,16,L,3
14 ,Fragbite Masters ,FranceLDLC,Dust2,5,16,L,3
14 ,Fragbite Masters ,FranceClan-Mystik,Dust2,20,22,L,3
14 ,Fragbite Masters ,FranceLDLC,Inferno,16,4,W,3
14 ,Fragbite Masters ,PolandMYM,Inferno,16,13,W,3
14 ,Fragbite Masters ,SwedenNinjasinPyjamas,Mirage,7,16,L,1
14 ,Fragbite Masters ,SwedenNinjasinPyjamas,Inferno,12,16,L,1
14 ,Fragbite Masters ,EuropeHellRaisers,Mirage,16,12,W,2
14 ,Fragbite Masters ,EuropeHellRaisers,Nuke,10,16,L,2
14 ,Fragbite Masters ,EuropeHellRaisers,Inferno,16,10,W,2
14 ,Fnatic FragOut League Season ,FranceLDLC,Nuke,13,16,L,3
14 ,Fnatic FragOut League Season ,FranceLDLC,Inferno,17,19,L,3
14 ,DreamHack Stockholm SteelSeries CS:GO Invitational ,SwedenNinjasinPyjamas,Dust2,10,16,L,1
14 ,DreamHack Stockholm SteelSeries CS:GO Invitational ,FranceTitan,Dust2,8,16,L,3
14 ,DreamHack Stockholm SteelSeries CS:GO Invitational ,DenmarkDignitas,Dust2,16,5,W,2
14 ,Fnatic FragOut League Season ,NorwayH2k,Train,16,13,W,3
14 ,Fnatic FragOut League Season ,NorwayH2k,Nuke,16,13,W,3
13 ,FACEIT December Championship ,SwedenLGB,Cache,24,26,L,3
13 ,FACEIT December Championship ,SwedenLGB,Inferno,13,16,L,3
13 ,FACEIT December Championship ,SwedenLGB,Mirage,21,19,W,3
13 ,FACEIT December Championship ,Denmarkn!faculty,Train,21,17,W,3
13 ,FACEIT December Championship ,LithuaniaDeNova,Inferno,16,6,W,3
13 ,Fragbite Masters ,FranceVeryGames,Dust2,16,21,L,3
13 ,Fragbite Masters ,EuropeAstanaDragons,Inferno,1,16,L,3
13 ,DreamHack Winter ,SwedenNinjasinPyjamas,Train,16,2,W,1
13 ,DreamHack Winter ,SwedenNinjasinPyjamas,Inferno,6,16,L,1
13 ,DreamHack Winter ,SwedenNinjasinPyjamas,Dust2,16,14,W,1
13 ,DreamHack Winter ,UnitedStatesComplexity,Mirage,16,7,W,2
13 ,DreamHack Winter ,UnitedStatesComplexity,Inferno,16,7,W,2
13 ,DreamHack Winter ,FranceRecursive,Train,16,10,W,3
13 ,DreamHack Winter ,FranceRecursive,Dust2,13,16,L,3
13 ,DreamHack Winter ,FranceRecursive,Inferno,16,9,W,3
13 ,DreamHack Winter ,FranceClan-Mystik,Inferno,16,6,W,3
13 ,DreamHack Winter ,UkraineNatusVincere,Mirage,16,9,W,1
13 ,MSI Beat it! ,FranceVeryGames,Mirage,10,16,L,3
13 ,MSI Beat it! ,FranceVeryGames,Dust2,12,16,L,3
13 ,MSI Beat it! ,SwedenSK,Mirage,16,13,W,1
13 ,MSI Beat it! ,ChinaTYLOO,Train,16,4,W,3
13 ,MSI Beat it! ,VietnamLegends,Inferno,16,11,W,3
13 ,ESWC ,FranceVeryGames,Mirage,14,16,L,3
13 ,ESWC ,FranceVeryGames,Inferno,2,16,L,3
13 ,ESWC ,FranceVeryGames,Cache,16,10,W,3
13 ,ESWC ,IndiaATE,Train,16,2,W,3
13 ,ESWC ,GermanyALTERNATEaTTaX,Inferno,16,2,W,3
13 ,ESWC ,UkraineAstanaDragons,Dust2,16,12,W,3
13 ,RaidCall EMS One Fall ,DenmarkCPHWolves,Mirage,11,16,L,3
13 ,RaidCall EMS One Fall ,Swedenn!faculty,Inferno,16,12,W,3
13 ,RaidCall EMS One Fall ,FranceVeryGames,Inferno,19,21,L,3
13 ,RaidCall EMS One Fall ,SwedenNinjasinPyjamas,Inferno,12,16,L,1
13 ,RaidCall EMS One Fall ,SwedenNinjasinPyjamas,Train,11,16,L,1
13 ,RaidCall EMS One Fall ,UkraineAstanaDragons,Cache,14,16,L,3
13 ,RaidCall EMS One Fall ,UkraineAstanaDragons,Mirage,10,16,L,3
13 ,RaidCall EMS One Fall ,UkraineAstanaDragons,Dust2,16,9,W,3
13 ,RaidCall EMS One Fall ,SerbiaRefuse,Mirage,16,12,W,3
13 ,RaidCall EMS One Fall ,SwedenNinjasinPyjamas,Inferno,12,16,L,1
13 ,RaidCall EMS One Fall ,SerbiaRefuse,Mirage,16,9,W,3
13 ,RaidCall EMS One Fall ,Portugalk1ck,Mirage,16,14,W,3
13 ,RaidCall EMS One Fall ,GermanyPartyDaddlers,Inferno,23,26,L,3
13 ,RaidCall EMS One Fall ,SwedenNinjasinPyjamas,Inferno,7,16,L,1
13 ,RaidCall EMS One Fall ,ItalyCPLAY,Train,16,10,W,3
13 ,RaidCall EMS One Fall ,PolandESC,Mirage,16,11,W,3
13 ,DreamHack Bucharest ,SwedenLemondogs,Dust2,17,19,L,3
13 ,DreamHack Bucharest ,SwedenLemondogs,Mirage,12,16,L,3
13 ,DreamHack Bucharest ,SwedenNinjasinPyjamas,Train,19,17,W,1
13 ,DreamHack Bucharest ,RomanianeXtPlease!,Train,16,3,W,3
13 ,DreamHack Bucharest ,UkraineAstanaDragons,Inferno,16,12,W,3
13 ,DreamHack Bucharest ,FranceVeryGames,Inferno,5,16,L,3
13 ,RaidCall EMS One Fall ,PolandESC,Cache,10,16,L,3
13 ,MSI Beat it! ,SwedenLemondogs,Train,2,16,L,3
13 ,FACEIT Cup August ,SwedenNinjasinPyjamas,Dust2,5,16,L,1
13 ,FACEIT Cup August ,SwedenNinjasinPyjamas,Inferno,6,16,L,1
13 ,MSI Beat it! ,UkraineKerchNET,Inferno,16,2,W,3
13 ,MSI Beat it! ,UkraineNatusVincere,Inferno,14,16,L,1
13 ,MSI Beat it! ,Germany3DMAX,Mirage,16,7,W,3
13 ,MSI Beat it! ,GermanyALTERNATEaTTaX,Inferno,16,8,W,3
13 ,MSI Beat it! ,UkraineNatusVincere,Mirage,7,16,L,1
13 ,RaidCall EMS One Fall ,SwedenNinjasinPyjamas,Train,7,16,L,1
13 ,RaidCall EMS One Fall ,FranceWEGOTGAME,Inferno,16,10,W,3
13 ,RaidCall EMS One Fall ,Swedenhighgrade,Cache,16,6,W,3
13 ,MSI Beat it! ,Portugalk1ck,Inferno,11,16,L,3
13 ,MSI Beat it! ,RussiaCourage,Mirage,16,5,W,3
13 ,MSI Beat it! ,RussiaUSSR,Mirage,16,3,W,3
13 ,MSI Beat it! ,Russiab.s3x,Inferno,16,3,W,3
13 ,MSI Beat it! ,Swedenn!faculty,Mirage,16,11,W,3
13 ,MSI Beat it! ,FranceVeryGames,Dust2,5,16,L,3
13 ,MSI Beat it! ,FranceVeryGames,Mirage,8,16,L,3
13 ,MSI Beat it! ,Germany3DMAX,Train,16,5,W,3
13 ,MSI Beat it! ,DenmarkWesternWolves,Train,16,5,W,3
13 ,MSI Beat it! ,DenmarkWesternWolves,Inferno,31,28,W,3
13 ,MSI Beat it! ,UkraineAstanaDragons,Mirage,16,5,W,3
13 ,MSI Beat it! ,UkraineAstanaDragons,Inferno,16,10,W,3
13 ,MSI Beat it! ,FranceLDLC,Mirage,16,8,W,3
13 ,MSI Beat it! ,RussiaBegrip,Mirage,16,11,W,3
13 ,MSI Beat it! ,DenmarkCPHWolves,Inferno,14,16,L,3
13 ,FACEIT Cup July ,FranceVeryGames,Mirage,14,16,L,3
13 ,FACEIT Cup July ,FranceVeryGames,Dust2,13,16,L,3
13 ,FACEIT Cup July ,DenmarkWesternWolves,Dust2,16,13,W,3
13 ,FACEIT Cup July ,DenmarkWesternWolves,Inferno,16,6,W,3
13 ,FACEIT Cup July ,NorwayZoctai,Mirage,16,6,W,3
13 ,RaidCall EMS One Summer ,FranceVeryGames,Mirage,11,16,L,3
13 ,RaidCall EMS One Summer ,FranceVeryGames,Dust2,17,21,L,3
13 ,RaidCall EMS One Summer ,FranceLDLC,Mirage,16,11,W,3
13 ,RaidCall EMS One Summer ,FranceLDLC,Nuke,16,13,W,3
13 ,RaidCall EMS One Summer ,Germanyn!faculty,Mirage,16,5,W,3
13 ,RaidCall EMS One Summer ,ItalyCPLAY,Nuke,16,4,W,3
13 ,RaidCall EMS One Summer ,RussiaELTZ,Mirage,16,11,W,3
13 ,RaidCall EMS One Summer ,Portugalk1ck,Nuke,16,13,W,3
13 ,RaidCall EMS One Summer ,NorthMacedoniaENTiTY,Mirage,16,7,W,2
13 ,RaidCall EMS One Summer ,UkraineKerchNET,Nuke,16,7,W,3
13 ,RaidCall EMS One Summer ,UkraineNatusVincere,Train,16,11,W,1
13 ,DreamHack Summer ,SwedenLemondogs,Dust2,16,19,L,3
13 ,DreamHack Summer ,GermanyALTERNATEaTTaX,Mirage,16,8,W,3
13 ,DreamHack Summer ,SwedenLemondogs,Train,2,16,L,3
13 ,RaidCall EMS One Summer ,UnitedKingdomAnexis,Mirage,16,11,W,3
13 ,RaidCall EMS One Summer ,SwedenPubliclir.se,Mirage,16,8,W,3
13 ,RaidCall EMS One Summer ,SwedenNinjasinPyjamas,Cache,16,8,W,1
13 ,RaidCall EMS One Summer ,GermanyALTERNATEaTTaX,Mirage,16,12,W,3
13 ,Fnatic FragOut League Season ,UnitedKingdomAnexis,Mirage,4,16,L,3
13 ,Fnatic FragOut League Season ,UnitedKingdomAnexis,Dust2,9,16,L,3
13 ,Fnatic FragOut League Season ,Portugalk1ck,Dust2,16,13,W,3
13 ,Fnatic FragOut League Season ,Germany3DMAX,Dust2,16,7,W,3
13 ,Fnatic FragOut League Season ,SerbiaiNation,Mirage,16,0,W,3
13 ,Fnatic FragOut League Season ,PolandESC,Mirage,16,14,W,3
13 ,Fnatic FragOut League Season ,FranceLDLC,Mirage,7,16,L,3
13 ,RaidCall EMS One Summer ,UkraineNatusVincere,Mirage,5,16,L,1
13 ,RaidCall EMS One Summer ,SerbiaiNation,Mirage,21,17,W,3
13 ,RaidCall EMS One Summer ,SwedenNinjasinPyjamas,Nuke,3,16,L,1
13 ,Fnatic FragOut League Season ,SwedenNinjasinPyjamas,Nuke,8,16,L,1
13 ,Fnatic FragOut League Season ,PolandESC,Mirage,4,16,L,3
13 ,RaidCall EMS One Summer ,DenmarkWesternWolves,Dust2,13,16,L,3
13 ,RaidCall EMS One Summer ,DenmarkWesternWolves,Nuke,8,16,L,3
13 ,RaidCall EMS One Summer ,UkraineNatusVincere,Mirage,16,4,W,1
13 ,RaidCall EMS One Summer ,DenmarkCPHWolves,Nuke,16,14,W,3
13 ,RaidCall EMS One Summer ,UnitedKingdomAnexis,Nuke,16,8,W,3
13 ,RaidCall EMS One Summer ,RussiaVirtus.pro,Dust2,12,16,L,1
13 ,RaidCall EMS One Summer ,RussiadAT,Mirage,16,4,W,3
13 ,RaidCall EMS One Summer ,EuropeSprintfox,Mirage,13,16,L,3
13 ,RaidCall EMS One Summer ,RussiazNation,Mirage,16,4,W,3
13 ,RaidCall EMS One Spring ,SwedenNinjasinPyjamas,Nuke,7,16,L,1
13 ,RaidCall EMS One Spring ,SwedenNinjasinPyjamas,Dust2,6,16,L,1
13 ,RaidCall EMS One Spring ,SwedenAbsoluteLegends,Train,16,10,W,3
13 ,RaidCall EMS One Spring ,SwedenAbsoluteLegends,Dust2,5,16,L,3
13 ,RaidCall EMS One Spring ,SwedenAbsoluteLegends,Mirage,21,18,W,3
13 ,RaidCall EMS One Spring ,FranceImaginary,Mirage,16,5,W,3
13 ,RaidCall EMS One Spring ,FranceImaginary,Dust2,16,1,W,3
13 ,RaidCall EMS One Spring ,FranceVeryGames,Dust2,10,16,L,3
13 ,RaidCall EMS One Spring ,FranceVeryGames,Mirage,6,16,L,3
13 ,RaidCall EMS One Spring ,DenmarkWesternWolves,Nuke,16,4,W,3
13 ,RaidCall EMS One Spring ,DenmarkWesternWolves,Dust2,16,11,W,3
13 ,RaidCall EMS One Spring ,DenmarkWesternWolves,Train,10,16,L,3
13 ,RaidCall EMS One Spring ,UnitedKingdomAnexis,Nuke,16,12,W,3
13 ,RaidCall EMS One Spring ,UnitedKingdomAnexis,Dust2,6,16,L,3
13 ,RaidCall EMS One Spring ,UnitedKingdomAnexis,Mirage,16,9,W,3
13 ,RaidCall EMS One Spring ,DenmarkWesternWolves,Train,16,8,W,3
13 ,RaidCall EMS One Spring ,UnitedKingdomDignitas,Train,16,13,W,2
13 ,RaidCall EMS One Spring ,DenmarkFMESPORTS,Dust2,9,16,L,3
13 ,RaidCall EMS One Spring ,FranceVeryGames,Dust2,9,16,L,3
13 ,RaidCall EMS One Spring ,GermanydotpiXels,Mirage,16,2,W,3
13 ,RaidCall EMS One Spring ,NetherlandsLowLandLions,Mirage,16,12,W,3
13 ,Copenhagen Games ,DenmarkWesternWolves,Dust2,10,16,L,3
13 ,Copenhagen Games ,SwedenNinjasinPyjamas,Dust2,8,16,L,1
13 ,Copenhagen Games ,SwedenNinjasinPyjamas,Nuke,4,16,L,1
13 ,Copenhagen Games ,SwedenLemondogs,Train,16,14,W,3
13 ,Copenhagen Games ,SwedenLemondogs,Mirage,16,7,W,3
13 ,Copenhagen Games ,FinlandCurse,Dust2,16,10,W,3
13 ,Copenhagen Games ,FinlandCurse,Mirage,16,2,W,3
13 ,Copenhagen Games ,UkraineNatusVincere,Dust2,18,22,L,1
13 ,Copenhagen Games ,UkraineNatusVincere,Train,6,16,L,1
13 ,Copenhagen Games ,UkraineNatusVincere,Mirage,16,10,W,1
13 ,Copenhagen Games ,NorwayBX3,Nuke,16,9,W,3
13 ,Copenhagen Games ,NorwayBX3,Mirage,16,0,W,3
13 ,Copenhagen Games ,SwedenEpsilon,Nuke,16,13,W,3
13 ,Copenhagen Games ,SwedenEpsilon,Train,12,16,L,3
13 ,Copenhagen Games ,SwedenEpsilon,Mirage,16,14,W,3
13 ,Copenhagen Games ,Slovakia3DMAX,Mirage,16,8,W,3
13 ,Copenhagen Games ,SwedenNinjasinPyjamas,Mirage,14,16,L,1
13 ,Copenhagen Games ,UkraineNatusVincere,Dust2,16,13,W,1
13 ,Copenhagen Games ,UnitedKingdomAnexis,Dust2,16,9,W,3
13 ,RaidCall EMS One Spring ,FranceLDLC,Mirage,7,16,L,3
13 ,RaidCall EMS One Spring ,SwedenAbsoluteLegends,Mirage,16,9,W,3
13 ,RaidCall EMS One Spring ,SpainWizards,Mirage,16,2,W,3
13 ,RaidCall EMS One Spring ,Denmarkunknowns,Train,16,2,W,3
13 ,RaidCall EMS One Spring ,UkraineFaith,Mirage,16,2,W,3
13 ,RaidCall EMS One Spring ,GermanyMOUZ,Mirage,16,5,W,1
13 ,RaidCall EMS One Spring ,RussiaRussianRoulette,Mirage,16,4,W,3
13 ,RaidCall EMS One Spring ,UkraineKerchNET,Mirage,16,7,W,3
13 ,RaidCall EMS One Spring ,FranceImaginary,Dust2,16,9,W,3
13 ,RaidCall EMS One Spring ,FranceLDLC,Train,16,11,W,3
13 ,RaidCall EMS One Spring ,FranceLDLC,Inferno,10,16,L,3
13 ,RaidCall EMS One Spring ,FranceLDLC,Mirage,16,11,W,3
13 ,RaidCall EMS One Spring ,Portugalk1ck,Dust2,16,9,W,3
13 ,RaidCall EMS One Spring ,Germanyn!faculty,Train,16,8,W,3
13 ,RaidCall EMS One Spring ,GermanyEYESONU,Dust2,16,7,W,3
13 ,RaidCall EMS One Spring ,SwedenEpsilon,Mirage,16,8,W,3
13 ,RaidCall EMS One Spring ,PolandESC,Mirage,8,16,L,3
13 ,RaidCall EMS One Spring ,RussiadAT,Mirage,16,5,W,3
13 ,RaidCall EMS One Spring ,GermanyALTERNATEaTTaX,Train,7,16,L,3
13 ,RaidCall EMS One Spring ,RussiazNation,Train,14,16,L,3
13 ,Gaming.dk League by SteelSeries Season ,DenmarkEYESONU,Nuke,13,16,L,3
13 ,Gaming.dk League by SteelSeries Season ,DenmarkHastaLaVista,Nuke,12,16,L,3
13 ,Gaming.dk League by SteelSeries Season ,RussiaVirtus.pro,Mirage,6,16,L,1
13 ,Gaming.dk League by SteelSeries Season ,GermanyMOUZ,Nuke,16,13,W,1
13 ,Gaming.dk League by SteelSeries Season ,DenmarkPOPPERS,Mirage,14,16,L,3
13 ,Gaming.dk League by SteelSeries Season ,FranceVeryGames,Train,6,16,L,3
13 ,Gaming.dk League by SteelSeries Season ,DenmarkDejavue,Nuke,16,4,W,3
13 ,Gaming.dk League by SteelSeries Season ,DenmarkCPLAY,Dust2,16,7,W,3
13 ,Gaming.dk League by SteelSeries Season ,DenmarkTricked,Nuke,16,1,W,3
13 ,Gaming.dk League by SteelSeries Season ,DenmarkLucidez,Nuke,8,16,L,3
13 ,Gaming.dk League by SteelSeries Season ,Denmark3DMAX,Mirage,16,3,W,3
13 ,Gaming.dk League by SteelSeries Season ,DenmarkAnexis,Nuke,14,16,L,3
12 ,RADEON Offensive by ,SwedenLemondogs,Mirage,10,16,L,3
12 ,RADEON Offensive by ,GermanyMOUZ,Mirage,16,4,W,1
12 ,RADEON Offensive by ,Germanyn!faculty,Nuke,16,14,W,3
12 ,RADEON Offensive by ,GermanyALTERNATEaTTaX,Dust2,16,14,W,3
12 ,DreamHack Winter ,UnitedKingdommousesports,Dust2,14,16,L,3
12 ,DreamHack Winter ,PolandESC,Nuke,16,7,W,3
12 ,DreamHack Winter ,SwedenNinjasinPyjamas,Nuke,6,16,L,1
